User_ID,Month,Year,total_kwh,avg_kwh,total_cost,avg_cost,avg_wallet_balance,avg_session_duration,avg_cost_efficiency,peak_hour_ratio,City,Vehicle_Type,Subscription_Type,Payment_Mode,Charger_Type
U04048,1,2025,8.09,8.09,83.73,83.73,1950.81,60,10.34981459,0,Mumbai,4W,Premium,Credit Card,Slow
U04049,11,2025,35.14,35.14,330.32,330.32,187.39,60,9.40011383,0,Chennai,4W,Premium,UPI,Superfast
U04050,4,2024,45.41,45.41,466.81,466.81,1198.39,60,10.2798943,0,Mumbai,2W,Premium,Debit Card,Superfast
U04051,10,2025,28.25,28.25,297.76,297.76,1901.93,60,10.54017699,1,Hyderabad,4W,Premium,Wallet,Superfast
U04052,2,2024,48.14,48.14,554.57,554.57,1747.8,60,11.51994184,1,Chennai,4W,Basic,UPI,Fast
U04053,3,2025,3.53,3.53,21.85,21.85,192.39,60,6.1898017,1,Hyderabad,2W,Basic,Credit Card,Slow
U04054,2,2025,22.3,22.3,154.09,154.09,719.2,60,6.909865471,1,Chennai,4W,Pay-as-you-go,Credit Card,Fast
U04055,3,2025,6.83,6.83,48.56,48.56,1383.8,60,7.109809663,1,Mumbai,2W,Premium,UPI,Slow
U04056,9,2025,16.73,16.73,147.06,147.06,669.38,60,8.79019725,0,Kolkata,4W,Premium,UPI,Slow
U04057,8,2024,45.42,45.42,472.82,472.82,1377.25,60,10.40995156,0,Bangalore,2W,Premium,Debit Card,Superfast
U04058,3,2024,24.2,24.2,201.59,201.59,291.95,60,8.330165289,0,Bangalore,4W,Pay-as-you-go,Credit Card,Superfast
U04059,2,2024,47.15,47.15,461.6,461.6,714.09,60,9.790031813,0,Delhi,4W,Premium,Wallet,Slow
U04060,11,2024,43.87,43.87,427.73,427.73,778.99,60,9.749943013,0,Kolkata,2W,Premium,Wallet,Superfast
U04061,6,2025,49.47,49.47,539.22,539.22,1525.78,60,10.89993936,0,Chennai,2W,Pay-as-you-go,Debit Card,Slow
U04062,12,2024,18.96,18.96,221.64,221.64,1679.53,60,11.68987342,0,Ahmedabad,4W,Pay-as-you-go,Wallet,Slow
U04063,9,2025,9.22,9.22,63.71,63.71,1122.19,60,6.909978308,0,Chennai,2W,Premium,Debit Card,Slow
U04064,6,2025,17.18,17.18,187.43,187.43,797.99,60,10.90977881,0,Chennai,2W,Basic,UPI,Slow
U04065,2,2024,5.46,5.46,63.66,63.66,1663.79,60,11.65934066,0,Bangalore,2W,Pay-as-you-go,Wallet,Slow
U04066,6,2024,38.2,38.2,399.57,399.57,1475.42,60,10.45994764,0,Bangalore,4W,Pay-as-you-go,Debit Card,Slow
U04067,2,2024,7.33,7.33,77.92,77.92,1504.67,60,10.63028649,0,Bangalore,3W,Basic,Debit Card,Fast
U04068,10,2024,19.84,19.84,183.12,183.12,1581.96,60,9.22983871,0,Kolkata,4W,Pay-as-you-go,UPI,Slow
U04069,6,2025,9.65,9.65,108.08,108.08,1404.92,60,11.2,0,Bangalore,2W,Pay-as-you-go,UPI,Fast
U04070,8,2024,21.83,21.83,199.09,199.09,551.52,60,9.120018323,0,Kolkata,4W,Basic,Debit Card,Slow
U04071,2,2025,13.06,13.06,151.37,151.37,1940.7,60,11.59035222,0,Hyderabad,2W,Basic,Debit Card,Superfast
U04072,2,2025,42.95,42.95,318.69,318.69,1234.57,60,7.420023283,0,Kolkata,2W,Premium,Debit Card,Fast
U04073,12,2024,11.78,11.78,119.92,119.92,778.23,60,10.17996604,0,Bangalore,4W,Basic,Wallet,Slow
U04074,1,2024,43.01,43.01,395.69,395.69,1043.27,60,9.199953499,0,Delhi,4W,Basic,Debit Card,Superfast
U04075,2,2024,32.7,32.7,323.08,323.08,302.87,60,9.880122324,1,Bangalore,2W,Basic,UPI,Slow
U04076,1,2024,3.67,3.67,22.86,22.86,1374.61,60,6.228882834,1,Kolkata,4W,Premium,Credit Card,Slow
U04077,12,2025,9.07,9.07,64.67,64.67,1809.83,60,7.130099228,1,Delhi,3W,Premium,Wallet,Superfast
U04078,3,2025,37.78,37.78,400.85,400.85,421.77,60,10.61011117,1,Chennai,2W,Pay-as-you-go,UPI,Superfast
U04079,7,2024,35.99,35.99,257.33,257.33,1816.99,60,7.150041678,1,Ahmedabad,2W,Pay-as-you-go,Wallet,Fast
U04080,1,2025,41.45,41.45,342.38,342.38,695.34,60,8.260072376,0,Bangalore,4W,Basic,UPI,Slow
U04081,6,2025,15.29,15.29,141.89,141.89,1631.51,60,9.279921517,0,Hyderabad,2W,Basic,Debit Card,Superfast
U04082,7,2025,37.35,37.35,358.93,358.93,518.07,60,9.609906292,0,Kolkata,2W,Premium,Wallet,Slow
U04083,7,2025,18.12,18.12,192.25,192.25,538.1,60,10.6098234,0,Hyderabad,4W,Premium,Debit Card,Fast
U04084,8,2024,25.06,25.06,182.19,182.19,290.39,60,7.270151636,0,Kolkata,2W,Premium,Debit Card,Superfast
U04085,12,2025,5.36,5.36,33.98,33.98,1958.17,60,6.339552239,0,Mumbai,4W,Basic,UPI,Fast
U04086,9,2024,28.43,28.43,271.51,271.51,677.23,60,9.550123109,0,Pune,4W,Basic,Wallet,Fast
U04087,7,2025,13.36,13.36,115.43,115.43,497.71,60,8.63997006,0,Pune,2W,Basic,UPI,Superfast
U04088,3,2025,15.67,15.67,109.53,109.53,503.72,60,6.989789407,0,Bangalore,2W,Basic,Credit Card,Fast
U04089,8,2024,26.88,26.88,253.21,253.21,966.89,60,9.420014881,0,Kolkata,4W,Basic,Debit Card,Fast
U04090,7,2025,6.41,6.41,68.14,68.14,462.4,60,10.63026521,0,Hyderabad,2W,Premium,Debit Card,Superfast
U04091,11,2025,11.59,11.59,98.86,98.86,1627.68,60,8.529767041,0,Ahmedabad,2W,Basic,Credit Card,Slow
U04092,2,2025,2.44,2.44,20.13,20.13,1950.88,60,8.25,0,Hyderabad,2W,Premium,UPI,Superfast
U04093,12,2025,18.2,18.2,201.84,201.84,146.63,60,11.09010989,0,Delhi,2W,Pay-as-you-go,Wallet,Slow
U04094,4,2024,17.79,17.79,109.76,109.76,1798.18,60,6.169758291,0,Chennai,4W,Basic,Credit Card,Fast
U04095,6,2025,13.56,13.56,162.58,162.58,741.32,60,11.98967552,0,Bangalore,4W,Premium,Wallet,Fast
U04096,1,2024,15.77,15.77,125.21,125.21,1796.83,60,7.939759036,0,Kolkata,4W,Premium,Debit Card,Superfast
U04097,1,2025,29.2,29.2,289.96,289.96,1361.95,60,9.930136986,0,Hyderabad,2W,Premium,UPI,Superfast
U04098,1,2024,4.16,4.16,48.96,48.96,1894.72,60,11.76923077,0,Chennai,2W,Basic,Wallet,Slow
U04099,10,2025,6.53,6.53,76.07,76.07,1908.99,60,11.64931087,1,Hyderabad,4W,Basic,UPI,Superfast
U04100,1,2025,2.94,2.94,31.96,31.96,1615.64,60,10.8707483,1,Hyderabad,4W,Basic,Wallet,Superfast
U04101,2,2025,46.23,46.23,405.44,405.44,1922.59,60,8.77006273,1,Kolkata,4W,Basic,Debit Card,Superfast
U04102,2,2025,38.2,38.2,316.68,316.68,553.94,60,8.290052356,1,Mumbai,4W,Basic,UPI,Superfast
U04103,1,2024,38.61,38.61,420.85,420.85,1092.21,60,10.9000259,1,Pune,4W,Premium,Credit Card,Fast
U04104,7,2025,37.22,37.22,270.59,270.59,1300.17,60,7.27001612,0,Bangalore,2W,Premium,Credit Card,Slow
U04105,6,2024,7.7,7.7,62.37,62.37,1423.82,60,8.1,0,Mumbai,4W,Pay-as-you-go,Wallet,Slow
U04106,3,2024,5.1,5.1,46,46,625.78,60,9.019607843,0,Mumbai,4W,Pay-as-you-go,Wallet,Fast
U04107,10,2024,28.97,28.97,195.84,195.84,1823.26,60,6.760096652,0,Bangalore,4W,Pay-as-you-go,UPI,Fast
U04108,11,2024,33.82,33.82,254.33,254.33,1292.12,60,7.520106446,0,Mumbai,2W,Premium,UPI,Fast
U04109,7,2025,40.71,40.71,487.3,487.3,351.76,60,11.97003193,0,Bangalore,2W,Premium,Credit Card,Fast
U04110,9,2024,42.91,42.91,379.32,379.32,916.03,60,8.83989746,0,Hyderabad,4W,Pay-as-you-go,Debit Card,Superfast
U04111,12,2024,44.92,44.92,327.02,327.02,492.51,60,7.280053428,0,Kolkata,2W,Basic,UPI,Slow
U04112,2,2025,14.36,14.36,117.61,117.61,176.16,60,8.190111421,0,Bangalore,4W,Premium,UPI,Slow
U04113,1,2024,38.23,38.23,236.26,236.26,742.99,60,6.17996338,0,Hyderabad,2W,Pay-as-you-go,Debit Card,Superfast
U04114,5,2025,7.23,7.23,46.49,46.49,1043.09,60,6.430152144,0,Delhi,4W,Premium,Credit Card,Slow
U04115,1,2024,3.68,3.68,33.49,33.49,723.86,60,9.100543478,0,Delhi,2W,Premium,Wallet,Fast
U04116,12,2024,7.7,7.7,80.23,80.23,693.71,60,10.41948052,0,Hyderabad,4W,Basic,Credit Card,Slow
U04117,3,2024,14.13,14.13,114.88,114.88,276.57,60,8.130219391,0,Mumbai,2W,Premium,Wallet,Fast
U04118,9,2024,36.96,36.96,235.44,235.44,1239.35,60,6.37012987,0,Mumbai,2W,Basic,Credit Card,Fast
U04119,11,2025,6.42,6.42,47.06,47.06,655.77,60,7.330218069,0,Ahmedabad,2W,Pay-as-you-go,Credit Card,Fast
U04120,11,2024,5.68,5.68,57.6,57.6,1040.83,60,10.14084507,0,Hyderabad,2W,Pay-as-you-go,Credit Card,Superfast
U04121,8,2024,9.88,9.88,88.03,88.03,1666.99,60,8.909919028,0,Mumbai,4W,Basic,Credit Card,Slow
U04122,2,2025,23.87,23.87,190.96,190.96,1125.52,60,8,0,Hyderabad,4W,Pay-as-you-go,Credit Card,Slow
U04123,2,2025,5.99,5.99,52.59,52.59,154.93,60,8.779632721,1,Bangalore,4W,Pay-as-you-go,Wallet,Superfast
U04124,2,2024,30.42,30.42,268.91,268.91,773.3,60,8.839907955,1,Delhi,4W,Pay-as-you-go,UPI,Fast
U04125,6,2025,44.24,44.24,324.28,324.28,892.65,60,7.330018083,1,Mumbai,4W,Basic,UPI,Fast
U04126,1,2024,8.85,8.85,70.53,70.53,1508.36,60,7.969491525,1,Delhi,2W,Pay-as-you-go,Debit Card,Fast
U04127,11,2024,16.56,16.56,158.64,158.64,1614.67,60,9.579710145,1,Delhi,4W,Pay-as-you-go,Wallet,Fast
U04128,12,2024,16.52,16.52,197.74,197.74,143.2,60,11.96973366,0,Pune,2W,Basic,UPI,Fast
U04129,3,2024,8.56,8.56,87.48,87.48,1140.51,60,10.21962617,0,Kolkata,2W,Premium,UPI,Slow
U04130,5,2025,19.11,19.11,189.76,189.76,1769.51,60,9.929879644,0,Pune,2W,Pay-as-you-go,UPI,Fast
U04131,6,2024,10.99,10.99,81.55,81.55,1992.83,60,7.420382166,0,Delhi,4W,Basic,Credit Card,Superfast
U04132,6,2025,21.86,21.86,222.75,222.75,791.54,60,10.18984446,0,Mumbai,4W,Pay-as-you-go,Wallet,Superfast
U04133,6,2025,30.31,30.31,318.56,318.56,391.63,60,10.51006269,0,Chennai,4W,Pay-as-you-go,UPI,Slow
U04134,8,2025,29.29,29.29,283.23,283.23,1326.4,60,9.669853192,0,Mumbai,2W,Basic,UPI,Fast
U04135,7,2025,34.1,34.1,255.07,255.07,783.28,60,7.480058651,0,Chennai,4W,Premium,UPI,Superfast
U04136,11,2025,12.27,12.27,79.02,79.02,1367.89,60,6.4400978,0,Delhi,4W,Basic,UPI,Slow
U04137,9,2025,44.78,44.78,391.82,391.82,1970.78,60,8.749888343,0,Mumbai,2W,Premium,UPI,Superfast
U04138,3,2025,29.14,29.14,266.05,266.05,413.45,60,9.130061771,0,Bangalore,2W,Pay-as-you-go,Wallet,Fast
U04139,10,2025,29.87,29.87,336.63,336.63,1537.55,60,11.26983596,0,Mumbai,4W,Basic,Debit Card,Fast
U04140,1,2024,35.68,35.68,305.42,305.42,352.08,60,8.559977578,0,Pune,2W,Pay-as-you-go,Debit Card,Superfast
U04141,10,2025,30.08,30.08,226.2,226.2,1032.39,60,7.519946809,0,Ahmedabad,4W,Premium,Wallet,Slow
U04142,10,2025,24.4,24.4,266.94,266.94,1780.39,60,10.94016393,0,Kolkata,2W,Basic,Wallet,Fast
U04143,8,2024,18.38,18.38,131.97,131.97,657.38,60,7.180087051,0,Delhi,2W,Pay-as-you-go,UPI,Superfast
U04144,1,2024,36.44,36.44,258.36,258.36,1114.05,60,7.090010977,0,Mumbai,2W,Basic,Debit Card,Superfast
U04145,11,2024,5.13,5.13,55.46,55.46,1876.77,60,10.81091618,0,Chennai,3W,Pay-as-you-go,Wallet,Superfast
U04146,3,2024,44.79,44.79,444.76,444.76,1471.72,60,9.929895066,0,Ahmedabad,4W,Basic,Credit Card,Superfast
U04147,4,2024,4.9,4.9,42.34,42.34,219.42,60,8.640816327,1,Chennai,2W,Pay-as-you-go,Debit Card,Slow
U04148,6,2024,4.43,4.43,52.76,52.76,1446.21,60,11.90970655,1,Hyderabad,4W,Basic,Credit Card,Slow
U04149,2,2024,35.91,35.91,337.91,337.91,270.51,60,9.409913673,1,Mumbai,4W,Pay-as-you-go,UPI,Slow
U04150,5,2025,38.24,38.24,374.75,374.75,1585.19,60,9.799947699,1,Hyderabad,2W,Basic,Credit Card,Superfast
U04151,2,2024,31.85,31.85,322.32,322.32,396.16,60,10.11993721,1,Delhi,4W,Pay-as-you-go,Debit Card,Slow
U04152,2,2025,25.76,25.76,168.99,168.99,1385.16,60,6.560170807,0,Kolkata,3W,Premium,Credit Card,Fast
U04153,6,2025,28.81,28.81,325.84,325.84,1364.95,60,11.30996182,0,Pune,4W,Pay-as-you-go,UPI,Slow
U04154,6,2024,22.12,22.12,200.63,200.63,969.09,60,9.070072333,0,Chennai,2W,Basic,Wallet,Superfast
U04155,1,2024,43.88,43.88,354.99,354.99,488.15,60,8.090018232,0,Ahmedabad,2W,Pay-as-you-go,Wallet,Slow
U04156,4,2024,28.93,28.93,210.32,210.32,454.53,60,7.269961977,0,Delhi,2W,Pay-as-you-go,Credit Card,Superfast
U04157,9,2024,23.38,23.38,255.31,255.31,145.2,60,10.92001711,0,Mumbai,4W,Basic,Debit Card,Slow
U04158,6,2024,38.17,38.17,310.7,310.7,1297.79,60,8.139900445,0,Bangalore,2W,Pay-as-you-go,Debit Card,Slow
U04159,4,2025,46.88,46.88,376.92,376.92,758.72,60,8.040102389,0,Bangalore,2W,Premium,UPI,Superfast
U04160,1,2025,8.35,8.35,80.91,80.91,1307.13,60,9.689820359,0,Ahmedabad,2W,Basic,UPI,Fast
U04161,4,2025,12.28,12.28,130.66,130.66,517.17,60,10.64006515,0,Kolkata,4W,Basic,Debit Card,Superfast
U04162,7,2025,37.34,37.34,312.16,312.16,1307.96,60,8.359935726,0,Kolkata,2W,Pay-as-you-go,Debit Card,Slow
U04163,7,2025,36.99,36.99,363.98,363.98,1785.59,60,9.839956745,0,Ahmedabad,3W,Basic,UPI,Superfast
U04164,9,2025,14.08,14.08,120.24,120.24,1794.39,60,8.539772727,0,Mumbai,2W,Premium,Credit Card,Superfast
U04165,11,2024,8.58,8.58,66.41,66.41,1186.85,60,7.74009324,0,Chennai,4W,Pay-as-you-go,UPI,Slow
U04166,4,2025,30.14,30.14,344.5,344.5,828.54,60,11.42999336,0,Delhi,2W,Premium,UPI,Slow
U04167,9,2024,9.35,9.35,77.32,77.32,1448.85,60,8.269518717,0,Kolkata,4W,Pay-as-you-go,Wallet,Superfast
U04168,11,2025,2.65,2.65,23.96,23.96,1361.75,60,9.041509434,0,Mumbai,2W,Pay-as-you-go,UPI,Fast
U04169,2,2024,9.49,9.49,94.81,94.81,1433.33,60,9.990516333,0,Pune,2W,Pay-as-you-go,Credit Card,Slow
U04170,12,2024,17.61,17.61,167.3,167.3,1897.89,60,9.50028393,0,Chennai,2W,Premium,Credit Card,Superfast
U04171,1,2024,2.33,2.33,26.49,26.49,852.8,60,11.36909871,1,Kolkata,2W,Basic,UPI,Slow
U04172,2,2025,35.23,35.23,305.09,305.09,1954.08,60,8.659948907,1,Mumbai,2W,Basic,Credit Card,Slow
U04173,8,2025,27.98,27.98,217.96,217.96,1825.58,60,7.789849893,1,Bangalore,4W,Basic,Wallet,Superfast
U04174,9,2025,35.59,35.59,277.25,277.25,1245.22,60,7.790109581,1,Bangalore,4W,Pay-as-you-go,Wallet,Superfast
U04175,1,2025,46.88,46.88,462.71,462.71,1631.78,60,9.870093857,1,Chennai,2W,Pay-as-you-go,UPI,Slow
U04176,7,2024,19.16,19.16,221.87,221.87,182.15,60,11.57985386,0,Bangalore,2W,Pay-as-you-go,Debit Card,Slow
U04177,8,2024,31.62,31.62,377.23,377.23,1269.39,60,11.93010753,0,Chennai,2W,Premium,UPI,Fast
U04178,1,2024,12.61,12.61,114.37,114.37,321.97,60,9.069785884,0,Mumbai,4W,Basic,Debit Card,Slow
U04179,4,2024,35.35,35.35,341.48,341.48,184.23,60,9.659971711,0,Mumbai,4W,Basic,UPI,Superfast
U04180,7,2024,22.54,22.54,251.55,251.55,783.75,60,11.16015972,0,Bangalore,2W,Basic,Debit Card,Superfast
U04181,4,2025,15.96,15.96,153.54,153.54,1391.21,60,9.620300752,0,Ahmedabad,2W,Premium,UPI,Superfast
U04182,6,2025,36.97,36.97,232.17,232.17,1529.93,60,6.279956722,0,Hyderabad,2W,Premium,Wallet,Superfast
U04183,11,2024,31.56,31.56,343.37,343.37,438.11,60,10.87991128,0,Ahmedabad,2W,Pay-as-you-go,Debit Card,Fast
U04184,8,2024,14.66,14.66,126.66,126.66,918.9,60,8.639836289,0,Chennai,4W,Basic,Credit Card,Slow
U04185,6,2024,13.12,13.12,104.3,104.3,1386.45,60,7.949695122,0,Delhi,4W,Basic,Debit Card,Slow
U04186,4,2025,45.4,45.4,384.99,384.99,227.65,60,8.479955947,0,Kolkata,3W,Pay-as-you-go,Wallet,Slow
U04187,4,2025,49.12,49.12,421.45,421.45,1802.99,60,8.580008143,0,Mumbai,4W,Pay-as-you-go,Wallet,Slow
U04188,11,2025,43.58,43.58,407.04,407.04,1106.97,60,9.34006425,0,Kolkata,4W,Premium,Credit Card,Superfast
U04189,12,2025,17.26,17.26,189.17,189.17,1497.63,60,10.96002317,0,Kolkata,2W,Premium,Debit Card,Fast
U04190,5,2025,2.74,2.74,18.47,18.47,403.25,60,6.740875912,0,Hyderabad,2W,Pay-as-you-go,UPI,Slow
U04191,8,2024,21.6,21.6,156.82,156.82,1928.77,60,7.260185185,0,Chennai,4W,Premium,UPI,Superfast
U04192,8,2024,16.05,16.05,160.34,160.34,141.68,60,9.990031153,0,Mumbai,4W,Basic,UPI,Fast
U04193,4,2024,9.53,9.53,109.31,109.31,1809.26,60,11.47009444,0,Kolkata,3W,Pay-as-you-go,Wallet,Fast
U04194,7,2024,13.89,13.89,105.29,105.29,699.58,60,7.580273578,0,Ahmedabad,4W,Basic,UPI,Fast
U04195,1,2025,17.93,17.93,130.89,130.89,269.16,60,7.300055772,1,Hyderabad,2W,Basic,Wallet,Fast
U04196,6,2025,4.65,4.65,27.95,27.95,542.23,60,6.010752688,1,Kolkata,4W,Pay-as-you-go,Wallet,Slow
U04197,2,2024,15.69,15.69,124.42,124.42,1791.35,60,7.929891651,1,Ahmedabad,3W,Premium,UPI,Superfast
U04198,2,2025,33.46,33.46,274.37,274.37,1634.77,60,8.199940227,1,Bangalore,2W,Basic,Wallet,Fast
U04199,2,2025,44.9,44.9,408.59,408.59,671.88,60,9.1,1,Hyderabad,4W,Pay-as-you-go,Credit Card,Superfast
U04200,4,2025,10.77,10.77,95.85,95.85,234.17,60,8.899721448,0,Hyderabad,4W,Premium,Credit Card,Superfast
U04201,12,2024,45.08,45.08,270.93,270.93,240.01,60,6.009982254,0,Hyderabad,4W,Premium,Debit Card,Slow
U04202,6,2024,5.13,5.13,40.94,40.94,226.58,60,7.980506823,0,Ahmedabad,4W,Pay-as-you-go,Debit Card,Superfast
U04203,10,2025,29.02,29.02,240.58,240.58,498.78,60,8.290144728,0,Hyderabad,2W,Premium,Credit Card,Slow
U04204,5,2025,49.77,49.77,495.21,495.21,1029.53,60,9.949969861,0,Ahmedabad,4W,Pay-as-you-go,Credit Card,Slow
U04205,7,2024,34.35,34.35,231.86,231.86,308.68,60,6.74992722,0,Kolkata,4W,Basic,Debit Card,Slow
U04206,5,2024,48.1,48.1,539.68,539.68,1388.37,60,11.21995842,0,Delhi,2W,Pay-as-you-go,Wallet,Fast
U04207,3,2025,15.76,15.76,167.21,167.21,929.4,60,10.60977157,0,Pune,4W,Basic,UPI,Fast
U04208,4,2025,18.08,18.08,129.09,129.09,398.38,60,7.139933628,0,Kolkata,3W,Premium,Wallet,Fast
U04209,11,2025,18.84,18.84,183.12,183.12,967.34,60,9.719745223,0,Mumbai,4W,Pay-as-you-go,Wallet,Slow
U04210,1,2024,25.55,25.55,228.16,228.16,972.5,60,8.929941292,0,Pune,4W,Premium,Debit Card,Superfast
U04211,1,2025,33.88,33.88,337.78,337.78,1951.18,60,9.969893743,0,Ahmedabad,2W,Basic,Debit Card,Fast
U04212,8,2025,14.92,14.92,99.52,99.52,1042.15,60,6.670241287,0,Delhi,2W,Pay-as-you-go,UPI,Slow
U04213,5,2024,39.21,39.21,250.55,250.55,150.2,60,6.389951543,0,Delhi,4W,Basic,Wallet,Slow
U04214,4,2025,11.09,11.09,76.19,76.19,470.62,60,6.870153291,0,Mumbai,2W,Basic,Debit Card,Slow
U04215,10,2024,25.63,25.63,298.59,298.59,1531.71,60,11.65001951,0,Hyderabad,4W,Basic,Credit Card,Superfast
U04216,11,2024,19.97,19.97,237.44,237.44,1491.29,60,11.88983475,0,Delhi,4W,Pay-as-you-go,UPI,Fast
U04217,5,2025,4.7,4.7,47.8,47.8,1615.36,60,10.17021277,0,Hyderabad,2W,Pay-as-you-go,Debit Card,Superfast
U04218,2,2024,3.66,3.66,33.82,33.82,147.85,60,9.240437158,0,Chennai,4W,Premium,Debit Card,Slow
U04219,6,2025,6.17,6.17,72.62,72.62,1116.58,60,11.76985413,1,Mumbai,2W,Basic,UPI,Fast
U04220,3,2024,30.92,30.92,360.22,360.22,615.1,60,11.65006468,1,Mumbai,4W,Basic,Credit Card,Fast
U04221,9,2024,4.75,4.75,35.24,35.24,174.05,60,7.418947368,1,Mumbai,4W,Basic,Debit Card,Fast
U04222,1,2025,29.53,29.53,307.7,307.7,1603.39,60,10.41991195,1,Ahmedabad,3W,Pay-as-you-go,Wallet,Superfast
U04223,5,2024,27.16,27.16,208.86,208.86,1375.63,60,7.689985272,1,Kolkata,4W,Basic,Debit Card,Slow
U04224,6,2024,15.62,15.62,180.57,180.57,248.13,60,11.56017926,0,Chennai,4W,Basic,Debit Card,Fast
U04225,7,2024,34.23,34.23,310.47,310.47,1061.7,60,9.070113935,0,Kolkata,4W,Basic,Debit Card,Fast
U04226,4,2024,19.8,19.8,140.58,140.58,128.03,60,7.1,0,Mumbai,3W,Premium,Wallet,Slow
U04227,1,2025,3.31,3.31,39.59,39.59,1846.75,60,11.96072508,0,Ahmedabad,3W,Pay-as-you-go,Credit Card,Superfast
U04228,3,2024,25.54,25.54,264.59,264.59,393.85,60,10.35982772,0,Mumbai,4W,Pay-as-you-go,Wallet,Fast
U04229,11,2025,19.82,19.82,146.47,146.47,1282.96,60,7.390010091,0,Delhi,2W,Pay-as-you-go,UPI,Slow
U04230,10,2024,41.47,41.47,345.86,345.86,1757.53,60,8.340004823,0,Mumbai,4W,Basic,Wallet,Fast
U04231,9,2025,39.55,39.55,259.05,259.05,455.55,60,6.549936789,0,Hyderabad,4W,Basic,UPI,Superfast
U04232,5,2025,47.88,47.88,566.42,566.42,541.64,60,11.82999165,0,Chennai,2W,Pay-as-you-go,UPI,Slow
U04233,4,2024,43.06,43.06,508.54,508.54,715.75,60,11.81003251,0,Bangalore,3W,Basic,UPI,Slow
U04234,9,2024,35.72,35.72,329.7,329.7,509.45,60,9.23012318,0,Ahmedabad,2W,Premium,UPI,Fast
U04235,12,2025,28.03,28.03,281.98,281.98,1156.8,60,10.05993578,0,Kolkata,3W,Pay-as-you-go,Credit Card,Slow
U04236,12,2025,40.06,40.06,399.8,399.8,1229.82,60,9.980029955,0,Pune,4W,Basic,Wallet,Fast
U04237,1,2024,4.83,4.83,50.76,50.76,1641.62,60,10.50931677,0,Bangalore,2W,Premium,Debit Card,Slow
U04238,1,2024,47.45,47.45,433.69,433.69,1972.97,60,9.139936776,0,Ahmedabad,2W,Pay-as-you-go,UPI,Slow
U04239,6,2024,44.68,44.68,388.72,388.72,1334.71,60,8.700089526,0,Hyderabad,3W,Pay-as-you-go,Credit Card,Fast
U04240,11,2025,17.64,17.64,184.87,184.87,127.54,60,10.48015873,0,Mumbai,3W,Premium,UPI,Fast
U04241,2,2024,36.25,36.25,293.99,293.99,604.47,60,8.110068966,0,Ahmedabad,2W,Premium,Wallet,Superfast
U04242,11,2024,42.21,42.21,314.89,314.89,350.06,60,7.46008055,0,Pune,2W,Basic,UPI,Superfast
U04243,1,2024,43.59,43.59,354.39,354.39,1112.2,60,8.130075705,1,Chennai,2W,Premium,Wallet,Slow
U04244,2,2025,47.88,47.88,399.32,399.32,419.61,60,8.340016708,1,Ahmedabad,3W,Pay-as-you-go,Credit Card,Superfast
U04245,11,2024,47.89,47.89,550.74,550.74,1420.35,60,11.50010441,1,Delhi,2W,Premium,Wallet,Slow
U04246,9,2025,4.7,4.7,43.38,43.38,648.39,60,9.229787234,1,Bangalore,2W,Premium,Wallet,Superfast
U04247,9,2025,42.97,42.97,490.29,490.29,1612.78,60,11.41005353,1,Bangalore,4W,Premium,Credit Card,Superfast
U04248,12,2025,20.52,20.52,130.71,130.71,776.74,60,6.369883041,0,Hyderabad,2W,Basic,Debit Card,Superfast
U04249,9,2024,41.3,41.3,271.75,271.75,1989.36,60,6.579903148,0,Kolkata,4W,Pay-as-you-go,UPI,Fast
U04250,12,2025,21.18,21.18,158.43,158.43,1348.14,60,7.480169972,0,Delhi,4W,Premium,Credit Card,Fast
U04251,12,2025,34.77,34.77,254.17,254.17,1653.35,60,7.310037389,0,Ahmedabad,4W,Premium,Debit Card,Fast
U04252,6,2024,2.32,2.32,22.97,22.97,1147.49,60,9.900862069,0,Chennai,4W,Premium,Credit Card,Slow
U04253,7,2024,13.9,13.9,125.24,125.24,1330.97,60,9.010071942,0,Mumbai,2W,Premium,Wallet,Superfast
U04254,11,2024,16.42,16.42,123.48,123.48,1321.83,60,7.520097442,0,Hyderabad,4W,Premium,Wallet,Slow
U04255,11,2025,2.02,2.02,20.97,20.97,1464.35,60,10.38118812,0,Hyderabad,2W,Pay-as-you-go,Wallet,Fast
U04256,7,2024,14.4,14.4,120.1,120.1,709.02,60,8.340277778,0,Kolkata,4W,Basic,UPI,Superfast
U04257,2,2025,13.41,13.41,123.64,123.64,213.16,60,9.219985086,0,Ahmedabad,4W,Basic,Wallet,Slow
U04258,11,2025,11.94,11.94,116.06,116.06,1630.2,60,9.720268007,0,Pune,3W,Basic,Wallet,Slow
U04259,2,2025,28.99,28.99,174.23,174.23,1800.19,60,6.010003449,0,Chennai,4W,Basic,Wallet,Fast
U04260,9,2024,5.93,5.93,61.2,61.2,1044.54,60,10.32040472,0,Kolkata,2W,Premium,Credit Card,Superfast
U04261,2,2025,46.84,46.84,287.13,287.13,1675.8,60,6.130017079,0,Delhi,4W,Premium,Wallet,Slow
U04262,7,2025,29.64,29.64,189.4,189.4,485.55,60,6.390013495,0,Chennai,3W,Pay-as-you-go,UPI,Fast
U04263,7,2024,12.28,12.28,80.07,80.07,1254.72,60,6.520358306,0,Delhi,4W,Pay-as-you-go,Debit Card,Slow
U04264,9,2025,26.78,26.78,280.65,280.65,1247.34,60,10.4798357,0,Pune,4W,Premium,UPI,Superfast
